geoid,year,"% speaking other language at home, age 5+",% female-headed families with children,"Median HH income, blacks","Median HH income, Hispanics","Median HH income, Asian/ Pacific Islanders",Per capita income
6073009103,2000,14.66950101,5.907254894,241912.583,55889.35674,67289.12897,41991.17114
6073009104,2000,11.44044194,6.009093547,137684.7745,72958.47238,99758.678,41215.74227
6073009106,2000,19.58318351,8.626458735,25884.32414,37655.81081,47354.90592,22050.54808
6073009107,2000,19.38898972,11.92982456,48070.66667,44900.3535,51591.16745,34932.7675
6073009201,2000,19.65768343,11.39990715,46579.28021,36232.07347,52335.82845,19636.03517
6073009202,2000,14.65327895,5.733944954,54169.86358,61924.57651,98766.58039,31962.49585
6073009301,2000,19.48252688,13.33470651,63871.30403,60882.09359,49743.36772,28866.05777
6073009304,2000,24.24745692,7.553551297,80706.40569,42767.49703,52309.7074,44671.34045
6073009305,2000,23.56379899,9.840546248,84265.76798,79696.54081,83904.56369,41901.11127
6073009306,2000,23.56379937,9.840546768,84265.76645,79696.53895,83904.56163,41901.11111
6073009400,2000,19.11015037,3.717471992,64903.12704,51907.32606,43510.35766,18630.07308
6073009502,2000,15.93068822,8.016031447,69607.55042,61736.95324,71279.15909,40162.81806
6073009504,2000,10.98837717,3.84047729,45830.37388,132391.5413,115343.085,66130.63281
6073009505,2000,22.42059422,7.194193726,142851.3664,90487.23648,109133.4331,50528.16712
6073009506,2000,17.81235485,11.85064935,93266.25386,55615.6809,61676.0868,42574.3535
6073009507,2000,14.49105309,7.252747253,96188.23962,97649.2325,107650.3469,48048.59312
6073009509,2000,19.25409339,3.835227273,99373.72835,51543.11151,54992.25649,48690.10558
6073009510,2000,10.01697812,3.792134933,58427.30049,44057.41878,55471.28252,13478.65941
6073009511,2000,10.01697773,3.792134727,58427.29733,44057.4211,55471.28372,13478.65969
6073009602,2000,11.03000811,7.36629667,75138.3535,51447.91934,69385.59766,33278.63108
6073009603,2000,20.76820009,13.32398317,47638.85291,50800.88849,44523.34735,36459.98102
6073009604,2000,15.48989114,10.55684455,55316.30842,63375.91222,76644.25992,31859.0261
6073009703,2000,11.50391191,6.707946336,63461.44721,77289.14472,137959.6679,31514.12693
6073009704,2000,18.77625571,5.961538462,84787.25267,109080.5706,97434.01542,42850.27284
6073009705,2000,14.85298575,5.925155925,51412.04982,83925.00474,112546.0448,49323.34045
6073009706,2000,18.55791195,4.005870364,75914.54431,118943.4729,89160.26395,62039.5017
6073009801,2000,13.86712908,6.263059068,79780.29141,85724.86299,185920.231,44240.6302
6073009802,2000,19.05932765,10.63759392,68637.84468,68964.68979,43307.40345,30616.45827
6073009804,2000,16.75807449,6.704304721,124606.5511,76567.61442,80341.21834,37755.42338
6073009805,2000,13.47831938,9.177153148,72178.09107,57943.49863,89067.78092,42934.17418
6073009901,2000,25.74750831,0,-9999,-9999,-9999,33504.88493
6073009902,2000,-9999,-9999,-9999,-9999,-9999,0
6073010001,2000,59.43734015,9.825327511,49435.08778,63167.59312,86833.438,20051.05813
6073010003,2000,56.14292707,10.50698016,61611.40807,72946.17438,92146.64608,20434.586
6073010004,2000,67.92913867,10.71080818,65147.31435,63667.00712,91589.8906,19733.75089
6073010005,2000,80.82543978,24.39478585,67542.29419,30982.98221,72428.82562,13993.24911
6073010009,2000,74.88781498,27.5,14945.17082,33576.62396,46315.03135,11781.75563
6073010010,2000,65.98084427,14.78658537,86608.32028,49647.54567,82775.80071,18322.42349
6073010011,2000,57.82366958,15.47479484,73888.43891,63087.57651,76027.77348,18838.39265
6073010012,2000,78.27513476,20.71428571,41634.84816,35430.8019,75111.37471,13849.77106
6073010013,2000,86.53326122,25.671406,-9999,26322.70463,-9999,9895.846975
6073010014,2000,23.39427529,3.978779676,101422.428,106593.1535,95908.49851,20609.79594
6073010015,2000,83.16230614,21.56328899,101422.4259,40821.55216,65573.20094,13008.33583
6073010103,2000,55.2583009,19.21296202,36214.41281,40338.02606,47596.08691,18276.89618
6073010104,2000,39.02165787,7.822608078,43119.15438,64150.07495,52929.84699,26826.20125
6073010106,2000,72.68755935,22.55520505,75675.01661,43443.49941,128553.3269,14709.25979
6073010107,2000,64.49967084,14.24581006,54713.42467,48565.94187,88097.10219,18365.19098
6073010109,2000,69.40337496,11.69013548,59667.44922,64615.53917,88583.73781,20955.63293
6073010110,2000,58.08522262,15.68855317,43407.62989,42879.24437,85092.28768,21452.72835
6073010111,2000,71.85897436,25.46296296,117940.3405,44377.48636,87551.32767,14136.72716
6073010112,2000,65.11675097,27.49371223,53212.42386,35825.3667,65530.83983,13256.54385
6073010200,2000,20.85160457,15.0244458,85614.7497,49580.94999,75367.23756,26317.05358
6073010300,2000,34.06624573,15.27826811,56185.61892,56395.39775,81105.89821,23873.31887
6073010401,2000,47.24473258,26.9681742,36386.8624,38267.25267,25522.53855,15934.34164
6073010402,2000,47.02319155,23.75809827,36099.90772,41172.6833,54918.55939,22984.08142
6073010501,2000,31.75763895,14.2486677,3447.61217,41771.68968,59782.52119,23525.01681
6073010502,2000,41.71934418,24.34259837,44377.48607,38561.10573,54434.08718,16599.3071
6073010601,2000,26.02789861,4.024713567,34004.23735,240430.8417,50638.3362,71259.0885
6073010800,2000,6.412825651,11.6519174,15520.46263,46561.3879,101400.3559,49134.33571
6073010900,2000,8.389786347,6.032906764,84500.29656,80476.01305,75877.81732,64959.68921
6073011000,2000,11.69757489,8.217054264,77602.31317,111406.5706,72812.04693,48266.5694
6073011100,2000,11.06655974,11.19842829,83351.09253,75447.38316,84155.39739,48564.56228
6073011300,2000,24.76816074,0,-9999,-9999,-9999,24823.08304
6073011601,2000,72.76979619,23.58757062,23759.414,33956.01305,44836.89205,12114.23843
6073011602,2000,65.82426977,20.63074908,16461.34802,40026.24013,49665.47932,15876.39818
6073011700,2000,71.02864583,19.81664316,27816.80783,31574.82918,38123.67607,16773.13642
6073011801,2000,74.88607742,18.49315061,56908.36299,37195.30577,59063.98178,14255.37208
6073011802,2000,66.7953668,23.14439946,22043.19573,33372.44365,36214.41281,13652.48873
6073011902,2000,60.14275049,11.30418192,55681.11565,62851.85156,66728.86739,19162.5989
6073012002,2000,68.65367839,23.0964467,16752.44247,34720.30961,35968.05626,14771.34164
6073012003,2000,60.97736595,14.15192426,46657.61878,64710.80198,48928.30369,16920.75014
6073012101,2000,60.58394161,15.01014199,60357.35469,40525.65243,70197.12511,18700.43298
6073012102,2000,71.16760468,17.81189612,67457.89301,52139.14828,46302.78925,14638.47839
6073012200,2000,51.30909301,16.09195439,53459.37313,42997.8904,76740.06524,17665.73568
6073012302,2000,47.50337382,17.32954545,96715.24555,31730.72361,29316.42942,27732.65243
6073012303,2000,33.69379624,12.95597484,57155.31079,76381.37011,67324.31791,31024.37011
6073012304,2000,37.77108434,13.28828829,22418.44603,54918.98458,19256.8703,33033.06287
6073012401,2000,46.20724095,20.20369046,51040.73707,40180.58055,47630.97713,20485.36095
6073012402,2000,49.83543078,22.11838006,42345.34045,35777.08066,40928.0348,19532.32977
6073012501,2000,57.38226219,21.24999891,32381.8939,31256.14236,38204.21557,17333.25263
6073012502,2000,57.38226322,21.25000014,32381.89271,31256.14141,38204.21506,17333.25281
6073012600,2000,55.41591861,16.44844517,58115.51008,50494.61803,37938.90866,18803.90273
6073012700,2000,51.94942044,24.56293706,46428.94662,37538.82562,69869.8963,17988.56109
6073012800,2000,36.78884026,13.72340426,46874.55635,45344.58363,32075.62278,23625.59312
6073012900,2000,29.54469924,9.01126408,67687.15184,73168.28944,19708.52398,31828.67497
6073013000,2000,47.81279847,15.07064364,28023.74733,47567.11388,73578.48952,21745.20285
6073013102,2000,49.5139339,21.26034373,48429.3618,38169.3013,47300.45756,17911.30368
6073013103,2000,57.43838028,21.60148976,15003.11388,46684.172,42154.34296,14436.09964
6073013104,2000,51.66515014,21.25863392,38283.80783,39988.98932,36022.80216,18232.7497
6073013203,2000,63.87215529,22.75574113,36371.68683,36789.70463,43625.08416,19365.39858
6073013204,2000,74.62877624,20.06841505,45181.79122,44337.47805,52118.09675,14419.54448
6073013205,2000,71.10453649,18.71101871,44679.61803,35828.12574,17244.95848,11770.71886
6073013206,2000,58.11307544,16.86086361,45526.69039,38185.85647,51365.34062,18820.45789
6073013301,2000,40.95198155,10.23751024,57985.828,66896.64294,59618.28503,26531.02372
6073013302,2000,48.47400547,8.404802744,208356.3476,70836.77106,107780.9905,23858.74496
6073013303,2000,53.01451053,15.49912434,79591.69158,52686.79715,78292.11151,19201.22657
6073013306,2000,52.3714539,15.60480148,36461.36062,57770.61091,84715.85854,21100.9312
6073013307,2000,59.12576687,11.23595506,66393.09015,59220.56702,66220.64057,18674.22064
6073013308,2000,67.19242902,20.92198582,102177.0688,51141.64887,43974.64413,17054.57414
6073013309,2000,48.02967084,8.511941212,88811.53618,74189.19098,85707.44365,28247.24199
6073013310,2000,40.54056178,7.129947986,84397.72535,93636.22249,125012.4269,43650.76805
6073013311,2000,40.18373926,5.385899563,131242.9701,98398.99973,105722.9263,36326.32736
6073013312,2000,43.91866913,14.2228739,81051.30486,65045.2242,93957.20928,23493.15184
6073013313,2000,41.84501984,5.846153991,95494.30249,84377.51011,58386.50349,25871.57595
6073013314,2000,41.84501887,5.846153757,95494.30587,84377.51175,58386.5012,25871.5761
6073013401,2000,32.33119763,8.098591549,74345.08541,83751.17556,89242.66014,35417.00593
6073013409,2000,42.37721412,8.013467894,83022.74808,79834.49742,76719.03177,30930.55796
6073013410,2000,29.2371728,6.598728564,69161.43022,92065.63391,88866.77605,40868.18646
6073013411,2000,35.00887726,5.421128791,84981.93979,116637.5082,120072.14,44753.38327
6073013412,2000,46.63536776,7.82414307,98439.7414,111101.6797,112831.2998,41103.70344
6073013414,2000,44.06501806,7.215986158,74797.52377,80053.85452,97760.49241,33233.69731
6073013415,2000,40.08541794,13.4751773,46561.3879,89128.84342,88419.6053,32442.59549
6073013416,2000,31.11541149,4.916593281,59710.32371,84125.04727,83422.48483,30809.15338
6073013417,2000,49.30313589,4.965753425,143978.8482,140030.4425,100513.4723,37079.41993
6073013418,2000,45.45303959,9.74230044,89328.88493,70635.34994,95098.10741,27724.37485
6073013419,2000,37.30088496,8.490566038,107138.0985,87302.25741,97037.84746,34145.01779
6073013420,2000,49.22652552,8.089260656,92583.3552,93630.46418,100700.8381,32961.32271
6073013421,2000,49.22652377,8.089260706,92583.35448,93630.46488,100700.8398,32961.32463
6073013503,2000,20.84842214,19.52506596,42472.26335,61161.65955,49627.15829,24616.14353
6073013504,2000,25.36032944,9.884467266,116553.8458,72141.86951,119893.5209,37767.83867
6073013505,2000,14.92929293,11.82156134,74585.13523,67378.12218,66680.50612,33166.88375
6073013506,2000,25.25337838,10.74249605,74153.32147,30286.28588,93122.7758,20998.84104
6073013601,2000,17.02407825,10.03436426,53114.47212,47300.85172,137959.6679,35130.04982
6073013604,2000,21.55905512,11.3130129,61342.38671,71394.12811,97991.94054,32376.37485
6073013605,2000,16.76811508,5.362721111,185340.0365,88914.86467,122000.7993,48122.41559
6073013606,2000,20.54244905,14.40833844,55026.59312,65133.51839,80859.69421,33020.6465
6073013701,2000,9.330017529,5.190350047,117938.1566,76547.98098,98898.39061,58574.80911
6073013702,2000,25.99495244,18.70170015,50160.75563,41634.84816,103469.7509,24562.33926
6073013801,2000,11.38703816,13.1840796,54458.19929,75110.76157,70359.4306,25443.90154
6073013802,2000,35.43485289,19.74965229,62995.14353,55676.38316,67008.98153,17869.91578
6073013903,2000,29.83410018,11.5246337,71344.45502,74641.60795,77726.69133,23653.36413
6073013905,2000,29.06752412,7.928388747,99528.24318,113412.5042,87949.28826,28009.95136
6073013906,2000,24.52048823,15.69311247,55676.38316,53929.81376,77095.1085,24115.34994
6073013907,2000,37.69526248,28.5106383,34145.01779,43244.83749,52022.29141,16952.48399
6073013908,2000,42.77862595,19.08396947,86656.60617,55026.59312,63395.75213,18525.2242
6073013909,2000,41.69177289,13.14741036,62225.32859,57627.13286,80476.47291,20338.01423
6073014001,2000,27.50431779,14.44933921,68807.38434,60357.35469,61047.15302,24763.76038
6073014002,2000,22.29570146,9.428284855,98871.55516,61219.60261,73848.99867,24791.35231
6073014101,2000,27.55256984,11.30819252,46825.1503,62233.93402,102354.7594,19966.39689
6073014102,2000,29.99289894,14.50117713,75797.58243,77465.36183,94535.0144,22306.24518
6073014200,2000,27.07210265,10.54054091,53267.60827,77785.8002,74728.15264,26931.10735
6073014300,2000,21.60447786,18.79075974,41233.46967,54133.84106,48983.05391,23023.63431
6073014400,2000,27.29245795,27.49675746,39016.37367,23712.50771,28971.53025,17759.54804
6073014500,2000,20.57979363,16.28440459,45028.65696,70951.28002,67830.17236,26820.73905
6073014601,2000,22.04108977,23.30754352,50010.3796,49320.58126,70652.07232,24286.41993
6073014602,2000,12.84519889,7.535460993,67186.35824,60727.0866,111814.0856,34291.25504
6073014700,2000,15.49489477,10.9020771,39286.31991,52480.60339,34363.08858,28583.27656
6073014803,2000,16.92730347,12.46261216,44377.48636,87776.83867,35064.74892,31020.23132
6073014804,2000,16.12785496,11.48796334,31671.78583,57725.16678,70295.77236,33665.22256
6073014805,2000,17.19303438,14.47835414,51016.10541,52362.59126,44070.44863,30845.02337
6073014806,2000,17.30382806,14.45896944,50261.46136,52257.09983,43697.25903,30686.66175
6073014901,2000,12.99186294,13.63890434,36684.85584,38585.93954,70129.49662,30533.23463
6073014902,2000,12.99186313,13.63890444,36684.85706,38585.9379,70129.49861,30533.23456
6073015000,2000,22.4508218,12.74158943,39663.40511,54936.91787,71049.22744,27883.02818
6073015100,2000,10.36956494,11.26984163,8622.479093,54753.43346,103469.7486,36635.19064
6073015200,2000,10.18874342,3.829223731,101744.7189,94157.90596,185623.7815,58275.90119
6073015301,2000,26.13780025,15.15544041,44097.42823,63806.34638,206939.5018,20670.49703
6073015302,2000,16.15598938,7.454017408,98296.26725,99357.1733,57866.41382,41550.69301
6073015403,2000,12.27580697,3.443708706,125483.9726,149581.3886,112092.2289,52043.90256
6073015404,2000,25.82728099,15.32436418,46993.53152,46290.93374,55680.84759,26922.77335
6073015405,2000,15.54424432,8.577405858,76200.64294,51487.92764,58632.85884,37714.0344
6073015406,2000,13.58645929,3.29153605,50010.3796,275920.7153,93122.7758,68623.89798
6073015501,2000,9.963102313,8.711448467,84500.29656,50256.455,77137.46479,29958.08884
6073015502,2000,8.078499642,6.674454663,53459.37022,43349.19537,121628.2714,37745.83946
6073015601,2000,19.98604813,13.15436242,22339.80902,61047.15302,44405.76809,23395.20047
6073015602,2000,8.3203125,3.479576399,-9999,114164.3843,-9999,40071.76512
6073015701,2000,31.8,22.84263959,49097.0866,32294.97865,23711.81791,16596.54804
6073015703,2000,32.86503552,24.40433213,35999.19573,37607.80546,39170.6914,15568.74852
6073015704,2000,24.27940795,17.21649485,47423.63582,45181.79122,48669.10505,19284.00237
6073015801,2000,31.05896882,29.34631433,46906.28707,43342.78885,50585.21155,16233.71412
6073015802,2000,30.72847682,24.77477477,35706.72123,42681.96204,17244.95848,19346.08422
6073015901,2000,38.70772947,32.62108262,43740.11269,30621.52788,58632.85884,11784.51483
6073015902,2000,30.42071197,21.69966997,66737.98932,46253.73784,52227.58855,20473.21471
6073016000,2000,24.53131233,13.15789474,34489.91696,69244.71649,33627.66904,26540.6809
6073016100,2000,17.73725164,7.962831828,79538.7784,44671.24253,41870.88784,32161.15507
6073016201,2000,11.87849992,6.7695962,-9999,104213.3535,219257.3292,38104.46026
6073016202,2000,20.25974026,18.44416562,46924.22183,42328.78529,54198.44095,23453.14353
6073016301,2000,30.58681672,22.44897959,36646.22657,41603.11744,53746.78726,18820.45789
6073016302,2000,32.22526398,19.6969697,49763.43179,48956.36773,72578.78178,18089.27165
6073016401,2000,11.50760135,9.106382979,43112.3962,63806.34638,213837.4852,27698.16251
6073016402,2000,19.84263233,16.93414499,46944.91578,39932.42586,65530.84223,27487.08422
6073016502,2000,19.20727164,16.50671785,62848.90629,33324.15777,105625.3707,20390.43891
6073016503,2000,15.0463756,17.3913044,44234.00772,47136.68214,72428.82353,23673.87953
6073016504,2000,15.04637577,17.39130338,44234.00739,47136.6781,72428.82289,23673.87979
6073016605,2000,12.11653224,11.51128106,84343.02251,58201.57593,30714.55305,34581.15171
6073016606,2000,14.43898991,8.785120327,104141.6145,79795.7589,156385.51,29627.09366
6073016607,2000,9.262644729,8.484162896,15520.46263,90057.31198,81790.37452,31119.56228
6073016608,2000,9.391839877,5.331412104,50010.3796,44836.89205,120714.7094,29937.24792
6073016609,2000,7.789039039,14.39342015,175633.694,64883.81139,113613.8441,31311.32622
6073016610,2000,10.27253669,14.65517241,152083.9786,91206.51601,51045.07711,27754.72598
6073016612,2000,8.572804339,6.989247404,53459.37313,85485.32954,27099.21931,28843.22889
6073016613,2000,7.564160021,7.868852452,-9999,70704.33137,120714.7094,29175.71035
6073016614,2000,11.22169694,13.72197309,101745.255,78094.82918,52424.67378,31827.29537
6073016615,2000,11.3535503,17.70623742,94847.27165,28626.63108,120714.7094,23945.65955
6073016616,2000,13.89085755,8.828996283,111040.9775,63059.98458,82775.80071,24344.36299
6073016617,2000,10.37796284,15.5216285,52227.39146,26824.87782,43687.22816,28125.83749
6073016701,2000,10.86257514,12.69430052,27591.93357,56991.13879,39835.85409,27313.25504
6073016702,2000,11.70704383,15.93375214,50182.82918,51981.82325,19544.28628,24860.33215
6073016802,2000,9.264810849,5.803108808,-9999,43359.34401,60200.58234,38151.36655
6073016804,2000,12.47186548,21.69811321,63135.8624,44439.56821,54800.64584,22443.27877
6073016806,2000,8.639308855,13.07609861,24635.45789,62368.80664,106605.1979,25148.66785
6073016807,2000,8.249721293,7.455683003,56425.50415,93985.02372,82775.80071,29908.27639
6073016809,2000,13.297389,7.242207956,117924.0626,53544.27129,82774.15489,28663.23461
6073016810,2000,7.941274608,5.808080808,-9999,94354.75563,-9999,30545.65006
6073016811,2000,6.802259887,7.331136738,-9999,79326.80902,81396.20403,32126.66785
6073016901,2000,7.095182815,5.585392104,43615.95073,72428.82219,95386.1804,29375.75106
6073016902,2000,7.89800702,8.544331919,89807.15492,101109.9529,25381.28275,35702.09557
6073017006,2000,5.178446474,3.658536687,-9999,176442.1386,247177.7388,56175.79779
6073017009,2000,16.48085313,12.53456221,36861.44365,48825.30605,66393.09015,30392.51483
6073017010,2000,10.79422445,7.359808064,43615.94754,99805.46298,80476.49275,36762.09258
